num_seq_,Seq_input,Seq_input_aa,predicted_class,Certainty %,Kmers_by_sequence,Kmers_predicted_to_class,Query_coverage %,Rep_of_class_predict,Sequences_by_cltr,family_2021,family_2023,family_divercity,Genus,Protein_type,Protein_class,Host,Chain
1639,OQ948575.1_1_138_1649,503,0,1.0,11,11.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1640,OQ948575.1_2_1745_4453,902,0,0.99,31,24.0,77.42,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1641,OQ948575.1_6_5639_8149,836,2,1.0,27,27.0,100.0,AKZ15547.1,70061,Retroviridae,Retroviridae,Retroviridae-Coronaviridae,Lentivirus,envelope glycoprotein,Structural-Envelope,Homo sapiens,ssRNA-RT
1642,OQ948779.1_1_121_1620,499,0,1.0,10,10.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1643,OQ948779.1_2_1725_4433,902,0,0.98,31,26.0,83.87,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1644,OQ948779.1_7_5618_8104,828,2,1.0,27,27.0,100.0,AKZ15547.1,70061,Retroviridae,Retroviridae,Retroviridae-Coronaviridae,Lentivirus,envelope glycoprotein,Structural-Envelope,Homo sapiens,ssRNA-RT
1645,OQ948858.1_1_144_1706,520,0,1.0,11,11.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1646,OQ948858.1_2_1736_2773,345,16,0.94,3,3.0,100.0,AAP76556.1,20310,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1647,OQ949470.1_1_239_1738,499,0,0.98,10,10.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1648,OQ949470.1_2_1834_2742,302,16,0.98,1,1.0,100.0,AAP76556.1,20310,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1649,OQ949710.1_1_141_1412,423,0,1.0,7,7.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1650,OQ949794.1_1_139_1635,498,0,1.0,10,10.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1651,OQ949794.1_2_1740_4214,824,0,1.0,27,17.0,62.96,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1652,OQ949829.1_1_200_1696,498,0,1.0,10,10.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1653,OQ949829.1_2_1801_3945,714,0,1.0,21,11.0,52.38,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1654,OQ949838.1_1_159_1151,330,0,1.0,2,2.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1655,OQ949956.1_2_526_3234,902,0,1.0,31,21.0,67.74,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1656,OQ949956.1_7_4416_6902,828,2,1.0,27,27.0,100.0,AKZ15547.1,70061,Retroviridae,Retroviridae,Retroviridae-Coronaviridae,Lentivirus,envelope glycoprotein,Structural-Envelope,Homo sapiens,ssRNA-RT
1657,OQ950090.1_3_1782_3017,411,0,1.0,6,6.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1658,OQ950130.1_1_137_1648,503,0,1.0,11,11.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1659,OQ950130.1_2_1744_4155,803,0,0.99,26,18.0,69.23,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1660,OQ950131.1_1_70_1578,502,0,1.0,11,11.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1661,OQ950131.1_2_1674_4151,825,0,0.98,27,20.0,74.07,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1662,OQ950359.1_1_138_1646,502,0,1.0,11,11.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1663,OQ950359.1_2_1742_4450,902,0,0.99,31,22.0,70.97,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1664,OQ950359.1_6_5636_8167,843,2,1.0,28,28.0,100.0,AKZ15547.1,70061,Retroviridae,Retroviridae,Retroviridae-Coronaviridae,Lentivirus,envelope glycoprotein,Structural-Envelope,Homo sapiens,ssRNA-RT
1665,OQ950877.1_1_371_1366,331,0,1.0,2,2.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1666,OQ951011.1_1_145_1662,505,0,1.0,11,11.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1667,OQ951011.1_2_1716_4466,916,0,1.0,31,22.0,70.97,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1668,OQ951063.1_1_144_1085,313,0,1.0,1,1.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1669,OQ951087.1_1_1_1926,641,2,1.0,18,18.0,100.0,AKZ15547.1,70061,Retroviridae,Retroviridae,Retroviridae-Coronaviridae,Lentivirus,envelope glycoprotein,Structural-Envelope,Homo sapiens,ssRNA-RT
1670,OQ951212.1_1_183_1385,400,0,1.0,5,5.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1671,OQ951212.1_2_1439_4189,916,0,1.0,31,22.0,70.97,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1672,OQ951212.1_7_5389_7899,836,2,1.0,27,27.0,100.0,AKZ15547.1,70061,Retroviridae,Retroviridae,Retroviridae-Coronaviridae,Lentivirus,envelope glycoprotein,Structural-Envelope,Homo sapiens,ssRNA-RT
1673,OQ951591.1_1_140_1600,486,0,1.0,10,10.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1674,OQ951727.1_1_138_1655,505,0,0.99,11,11.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1675,OQ951727.1_2_1751_4459,902,0,0.99,31,25.0,80.65,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1676,OQ951825.1_1_138_1655,505,0,0.99,11,11.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1677,OQ951825.1_2_1751_3886,711,0,0.98,21,16.0,76.19,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1678,OQ951951.1_1_138_1655,505,0,0.99,11,11.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1679,OQ951951.1_2_1751_4657,968,0,0.99,34,28.0,82.35,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1680,OQ952032.1_4_1831_4347,838,0,0.99,27,21.0,77.78,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1681,OQ952038.1_1_648_1694,348,0,0.98,3,3.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1682,OQ952074.1_1_239_1756,505,0,0.99,11,11.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1683,OQ952164.1_1_166_1683,505,0,0.99,11,11.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1684,OQ952164.1_2_1779_4787,1002,0,0.99,36,20.0,55.56,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1685,OQ952177.1_1_142_1659,505,0,0.99,11,11.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1686,OQ952208.1_1_2_1243,413,0,0.96,6,6.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1687,OQ952208.1_2_1339_4047,902,0,0.99,31,25.0,80.65,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1688,OQ952208.1_6_5229_7730,833,2,1.0,27,27.0,100.0,AKZ15547.1,70061,Retroviridae,Retroviridae,Retroviridae-Coronaviridae,Lentivirus,envelope glycoprotein,Structural-Envelope,Homo sapiens,ssRNA-RT
1689,OQ952291.1_1_3_1445,480,0,0.96,9,9.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1690,OQ952291.1_2_1541_4249,902,0,0.99,31,25.0,80.65,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1691,OQ952291.1_6_5431_7932,833,2,1.0,27,27.0,100.0,AKZ15547.1,70061,Retroviridae,Retroviridae,Retroviridae-Coronaviridae,Lentivirus,envelope glycoprotein,Structural-Envelope,Homo sapiens,ssRNA-RT
1692,OQ952302.1_1_140_1657,505,0,0.99,11,11.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1693,OQ952302.1_2_1753_4209,818,0,0.99,26,20.0,76.92,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1694,OQ952382.1_1_2_1441,479,0,0.98,9,9.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1695,OQ952382.1_2_1537_4245,902,0,0.99,31,25.0,80.65,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1696,OQ952382.1_6_5427_7928,833,2,1.0,27,27.0,100.0,AKZ15547.1,70061,Retroviridae,Retroviridae,Retroviridae-Coronaviridae,Lentivirus,envelope glycoprotein,Structural-Envelope,Homo sapiens,ssRNA-RT
1697,OQ952424.1_1_2_1441,479,0,0.98,9,9.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1698,OQ952424.1_2_1537_4245,902,0,0.99,31,25.0,80.65,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1699,OQ952424.1_6_5427_7928,833,2,1.0,27,27.0,100.0,AKZ15547.1,70061,Retroviridae,Retroviridae,Retroviridae-Coronaviridae,Lentivirus,envelope glycoprotein,Structural-Envelope,Homo sapiens,ssRNA-RT
1700,OQ952495.1_1_121_1638,505,0,0.99,11,11.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1701,OQ952495.1_2_1734_4190,818,0,0.99,26,20.0,76.92,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1702,OQ952495.1_4_4342_6843,833,2,1.0,27,27.0,100.0,AKZ15547.1,70061,Retroviridae,Retroviridae,Retroviridae-Coronaviridae,Lentivirus,envelope glycoprotein,Structural-Envelope,Homo sapiens,ssRNA-RT
1703,OQ952941.1_1_252_1751,499,0,1.0,10,10.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1704,OQ952941.1_2_1856_4312,818,0,0.98,26,21.0,80.77,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1705,OQ953077.1_1_294_1796,500,0,1.0,10,10.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1706,OQ953203.1_2_409_3405,998,0,0.99,35,23.0,65.71,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1707,OQ953203.1_6_4596_7103,835,2,1.0,27,27.0,100.0,AKZ15547.1,70061,Retroviridae,Retroviridae,Retroviridae-Coronaviridae,Lentivirus,envelope glycoprotein,Structural-Envelope,Homo sapiens,ssRNA-RT
1708,OQ953226.1_2_432_3428,998,0,0.99,35,23.0,65.71,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1709,OQ953226.1_6_4619_7126,835,2,1.0,27,27.0,100.0,AKZ15547.1,70061,Retroviridae,Retroviridae,Retroviridae-Coronaviridae,Lentivirus,envelope glycoprotein,Structural-Envelope,Homo sapiens,ssRNA-RT
1710,OQ953391.1_1_136_1638,500,0,1.0,10,10.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1711,OQ953391.1_2_1734_3851,705,0,0.97,21,15.0,71.43,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1712,OQ953398.1_1_124_1626,500,0,1.0,10,10.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1713,OQ953398.1_2_1722_3971,749,0,0.99,23,14.0,60.87,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1714,OQ953606.1_2_279_1358,359,0,1.0,3,3.0,100.0,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1715,OQ953606.1_3_1454_4162,902,0,0.99,31,23.0,74.19,NP_663784.1,12256,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1716,OQ953606.1_8_5344_7881,845,2,1.0,28,28.0,100.0,AKZ15547.1,70061,Retroviridae,Retroviridae,Retroviridae-Coronaviridae,Lentivirus,envelope glycoprotein,Structural-Envelope,Homo sapiens,ssRNA-RT
1717,OR084058.1_1_1_2280,759,11,1.0,23,23.0,100.0,6SZU_C,29461,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,polymerase PB2,Replication-Transcription,Homo sapiens,ssRNA(-)
1718,OR084085.1_1_1_1410,469,4,1.0,9,9.0,100.0,QIB02547.1,43152,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,Alphainfluenzavirus,neuraminidase,Other-Functions,Homo sapiens,ssRNA(-)
1719,OQ190968.1_1_1_1398,465,214,1.0,9,9.0,100.0,YP_009513193.1,409,Nairoviridae,Nairoviridae,Nairoviridae-Peribunyaviridae,Orthonairovirus,nucleoprotein,Structural-Envelope,Homo sapiens,ssRNA(-)
1720,OQ925074.1_1_1_963,321,16,0.82,2,1.0,50.0,AAP76556.1,20310,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1721,OQ925091.1_1_1_963,321,16,0.86,2,1.0,50.0,AAP76556.1,20310,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1722,OQ925113.1_1_1_963,321,16,0.85,2,1.0,50.0,AAP76556.1,20310,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1723,OQ925115.1_1_1_963,321,16,0.95,2,1.0,50.0,AAP76556.1,20310,Retroviridae,Retroviridae,Retroviridae,Lentivirus,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT
1724,OU342918.1_1_1_903,301,447,1.0,1,1.0,100.0,S32991,144,Herpesviridae,Orthoherpesviridae,Herpesviridae,Lymphocryptovirus,BFRF2,Hypothetical,Homo sapiens,dsDNA
1725,OU342918.1_2_1245_2177,310,979,0.95,1,1.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1726,OU342918.1_10_9597_10820,407,799,1.0,6,3.0,50.0,ACS44770.1,50,Roniviridae,Roniviridae,Roniviridae,Okavirus,pp1ab,Polyprotein,Penaeus monodon,ssRNA(+)
1727,OU342918.1_22_19441_20862,473,528,1.0,9,9.0,100.0,QHX39861.1,121,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,protein UL13,Other-Functions,Homo sapiens,dsDNA
1728,OU342918.1_23_21012_21995,327,595,0.96,2,1.0,50.0,AWC26950.1,96,Sinhaliviridae,Sinhaliviridae,Sinhaliviridae,Sinaivirus,Orf1,Other-Functions,Apis mellifera,ssRNA(+)
1729,OU342918.1_29_25441_26445,334,979,0.8,2,1.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1730,OU342918.1_32_29056_30132,358,979,0.84,3,1.0,33.33,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1731,OU342918.1_33_30180_32150,656,665,1.0,18,18.0,100.0,NP_612669.1,76,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,tegument protein UL25,Structural-Envelope,Homo sapiens,dsDNA
1732,OU342918.1_35_32957_34783,608,527,1.0,16,16.0,100.0,NP_612671.1,121,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,protein UL27,Other-Functions,Homo sapiens,dsDNA
1733,OU342918.1_36_34880_35989,369,649,1.0,4,4.0,100.0,AFK83845.1,80,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,protein UL29,Other-Functions,Homo sapiens,dsDNA
1734,OU342918.1_37_36049_37131,360,649,1.0,3,3.0,100.0,AFK83845.1,80,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,protein UL29,Other-Functions,Homo sapiens,dsDNA
1735,OU342918.1_39_37877_39892,671,664,1.0,19,19.0,100.0,CAA35430.1,76,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,protein UL31,Other-Functions,Homo sapiens,dsDNA
1736,OU342918.1_40_39970_43113,1047,452,1.0,38,38.0,100.0,AII79810.1,142,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,tegument protein pp150,Structural-Envelope,Homo sapiens,dsDNA
1737,OU342918.1_41_43412_44542,376,979,0.98,4,2.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1738,OU342918.1_42_44910_46133,407,979,0.96,6,6.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1739,OU342918.1_43_46212_48137,641,729,1.0,18,18.0,100.0,NP_612679.1,63,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,tegument protein UL35,Structural-Envelope,Homo sapiens,dsDNA
1740,OU342918.1_45_48364_49530,388,737,1.0,5,5.0,100.0,AAS48944.1,62,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,tegument protein vICA,Structural-Envelope,Homo sapiens,dsDNA
1741,OU342918.1_46_50032_50958,308,439,1.0,1,1.0,100.0,QPZ44655.1,147,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,envelope glycoprotein UL37,Structural-Envelope,Homo sapiens,dsDNA
1742,OU342918.1_47_51250_52245,331,661,0.83,2,1.0,50.0,QYA72484.1,76,Secoviridae,Secoviridae,Secoviridae,Nepovirus,coat protein,Polyprotein,Betula pubescens,ssRNA(+)
1743,OU342918.1_52_54951_56222,423,887,0.96,7,3.0,42.86,YP_595727.1,40,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,Carlavirus,replicase,Replication-Transcription,Solanum tuberosum,ssRNA(+)
1744,OU342918.1_53_56269_57570,433,419,0.98,7,2.0,28.57,QRE02555.1,155,Herpesviridae,Orthoherpesviridae,Herpesviridae,Rhadinovirus,ORF75,Structural-Envelope,Homo sapiens,dsDNA
1745,OU342918.1_54_57711_60431,906,559,1.0,31,31.0,100.0,NP_612688.1,111,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,ribonucleotide reductase subunit 1,Other-Functions,Homo sapiens,dsDNA
1746,OU342918.1_56_61451_64399,982,516,1.0,35,35.0,100.0,AKI19639.1,124,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,tegument protein UL37,Structural-Envelope,Homo sapiens,dsDNA
1747,OU342918.1_57_64396_71118,2240,317,1.0,97,97.0,100.0,NP_612691.1,230,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,large tegument protein,Structural-Envelope,Homo sapiens,dsDNA
1748,OU342918.1_59_71457_73169,570,654,1.0,14,14.0,100.0,NP_116403.1,79,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,protein UL49,Other-Functions,Homo sapiens,dsDNA
1749,OU342918.1_60_73126_74316,396,979,1.0,5,2.0,40.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1750,OU342918.1_62_74850_76856,668,446,1.0,19,19.0,100.0,AHJ83120.1,144,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,DNA packaging protein UL32,Other-Functions,Homo sapiens,dsDNA
1751,OU342918.1_63_76849_77979,376,979,1.0,4,4.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1752,OU342918.1_64_77957_81685,1242,129,1.0,48,48.0,100.0,AMB66138.1,812,Herpesviridae,Orthoherpesviridae,Herpesviridae,Simplexvirus,DNA polymerase,Replication-Transcription,Homo sapiens,dsDNA
1753,OU342918.1_65_81825_84545,906,173,1.0,31,31.0,100.0,NP_116409.1,594,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,glycoprotein B,Structural-Envelope,Homo sapiens,dsDNA
1754,OU342918.1_66_84508_87060,850,523,1.0,28,28.0,100.0,YP_081515.1,122,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,DNA packaging terminase subunit 2,Other-Functions,Homo sapiens,dsDNA
1755,OU342918.1_67_87627_91334,1235,695,1.0,47,47.0,100.0,YP_081516.1,69,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,single-stranded DNA-binding protein,Binding-Protein,Homo sapiens,dsDNA
1756,OU342918.1_70_93388_95154,588,401,0.98,15,3.0,20.0,QAU10393.1,167,Herpesviridae,Orthoherpesviridae,Herpesviridae,Simplexvirus,RL2_2,Other-Functions,Homo sapiens,dsDNA
1757,OU342918.1_74_99253_100857,534,454,1.0,12,12.0,100.0,AKI14471.1,142,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,multifunctional expression regulator,Regulation-Control,Homo sapiens,dsDNA
1758,OU342918.1_77_101572_104412,946,481,1.0,33,33.0,100.0,CAA35386.1,134,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,helicase-primase primase subunit,Replication-Transcription,Homo sapiens,dsDNA
1759,OU342918.1_78_104428_105513,361,979,1.0,4,4.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1760,OU342918.1_79_105594_106760,388,979,0.98,5,2.0,40.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
1761,OU342918.1_80_107164_108549,461,307,1.0,9,9.0,100.0,7LBE_C,238,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,glycoprotein O,Structural-Envelope,Homo sapiens,dsDNA
1762,OU342918.1_81_108940_111171,743,507,1.0,23,23.0,100.0,NP_612708.1,127,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,envelope glycoprotein H,Structural-Envelope,Homo sapiens,dsDNA
1763,OU342918.1_82_111946_113874,642,547,1.0,18,18.0,100.0,AQN73394.1,116,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,DNA packaging tegument protein UL25,Structural-Envelope,Homo sapiens,dsDNA
1764,OU342918.1_83_113963_115258,431,624,1.0,7,7.0,100.0,AKI23504.1,88,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,envelope protein UL78,Structural-Envelope,Homo sapiens,dsDNA
