ref,rep,fam_2021,fams_div,fam_2023,clu,sxc,proteina,proteina_class,host,cadena,genero
880,YP_009345987.1,Nudiviridae,Baculoviridae-Nudiviridae,Nudiviridae,2935,41,rr1-like protein,Other-Functions,Drosophila melanogaster,dsdna,Alphanudivirus
881,YP_009310251.1,Marseilleviridae,Mimiviridae-Marseilleviridae,Marseilleviridae,4188,41,helicase,Replication-Transcription,Acanthamoeba sp.,dsdna,Marseillevirus
882,AGE50337.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,7652,41,cellulose synthase catalytic subunit,Other-Functions,Chlorella heliozoae,dsdna,Chlorovirus
883,QID77659.1,Endornaviridae,Endornaviridae,Endornaviridae,95,40,polyprotein,Polyprotein,Capsicum annuum,dsrna,Undefined genus
884,YP_009290629.1,Picornaviridae,Picornaviridae-Dicistroviridae,Picornaviridae,607,40,polyprotein,Polyprotein,Rattus norvegicus,ssrna+,Rosavirus
885,YP_009362026.1,Peribunyaviridae,Peribunyaviridae,Peribunyaviridae,650,40,RdRp,Replication-Transcription,Culicidae,ssrna-,Herbevirus
886,AYJ71467.2,Picornaviridae,Picornaviridae,Picornaviridae,779,40,polyprotein,Polyprotein,Felis catus,ssrna+,Hunnivirus
887,YP_595727.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,1090,40,replicase,Replication-Transcription,Daphne odora,ssrna+,Carlavirus
888,YP_001427130.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,1808,40,hypothetical protein,Hypothetical ,Chlorella heliozoae,dsdna,Chlorovirus
889,A48779,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,2627,40,translation elongation factor EF-3 homolog,Other-Functions,Undefined host,dsdna,Chlorovirus
890,NP_077436.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2941,40,tegument ,Structural-Envelope,Erythrocebus patas,dsdna,Varicellovirus
891,YP_009508876.1,Secoviridae,Secoviridae,Secoviridae,3077,40,polyprotein,Polyprotein,Prunus avium,ssrna+,Fabavirus
892,NP_149000.1,Potyviridae,Potyviridae,Potyviridae,3716,40,polyprotein,Polyprotein,Hordeum vulgare,ssrna+,Bymovirus
893,YP_010086025.1,Reoviridae,Reoviridae,Sedoreoviridae,4239,40,VP4,Other-Functions,Miniopterus schreibersii,dsrna,Rotavirus
894,AYV85094.1,Mimiviridae,Mimiviridae-Asfarviridae,Mimiviridae,4353,40,putative FtsJ-like methyltransferase,Other-Functions,Undefined host,dsdna,Undefined genus
895,AYV85114.1,Mimiviridae,Mimiviridae,Mimiviridae,1368,39,B-family DNA polymerase,Replication-Transcription,Undefined host,dsdna,Undefined genus
896,YP_009551946.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,1440,39,replicase,Replication-Transcription,Vitis vinifera,ssrna+,Vitivirus
897,AKS10590.1,Nimaviridae,Nimaviridae-Caulimoviridae,Nimaviridae,2630,39,wsv166-like protein,Other-Functions,Undefined host,dsdna,Whispovirus
898,BAV93436.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4226,39,envelope glycoprotein,Structural-Envelope,Equus caballus,dsdna,Varicellovirus
899,YP_001293224.1,Poxviridae,Poxviridae,Poxviridae,5244,39,hypothetical protein,Hypothetical ,Undefined host,dsdna,Capripoxvirus
900,QJQ28579.1,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,5279,39,putative basic polymerase 2,Replication-Transcription,Salmo salar,ssrna-,Sardinovirus
901,YP_001876435.1,Coronaviridae,Coronaviridae,Coronaviridae,47,38,ORF 1ab polyprotein,Other-Functions,Delphinapterus leucas,ssrna+,Gammacoronavirus
902,NP_891562.2,Closteroviridae,Closteroviridae,Closteroviridae,927,38,polyprotein,Polyprotein,Undefined host,ssrna+,Ampelovirus
903,QDH87218.1,Mitoviridae,Mitoviridae,Mitoviridae,3135,38,RdRp,Replication-Transcription,Undefined host,ssrna+,Mitovirus
904,YP_001497355.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,3900,38,hypothetical protein,Hypothetical ,Undefined host,dsdna,Chlorovirus
905,NP_045007.1,Closteroviridae,Closteroviridae,Closteroviridae,6221,38,putative viral coat protein duplicate (CPd),Structural-Envelope,Undefined host,ssrna+,Velarivirus
906,AGE48446.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,6909,38,PBCV-specific basic adaptor domain-containing protein,Other-Functions,Chlorella variabilis,dsdna,Chlorovirus
907,QNS27180.1,Flaviviridae,Flaviviridae,Flaviviridae,296,37,polyprotein,Polyprotein,Lophuromys dudui,ssrna+,Hepacivirus
908,YP_009361867.1,Flaviviridae,Flaviviridae,Flaviviridae,422,37,polyprotein,Polyprotein,Sus scrofa domesticus,ssrna+,Pegivirus
909,QQR34436.1,Picornaviridae,Picornaviridae,Picornaviridae,659,37,RdRp,Replication-Transcription,Vulpes vulpes,ssrna+,Undefined genus
910,YP_003075957.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,1098,37,RNA dependent RNA polymerase,Replication-Transcription,Kalanchoe blossfeldiana,ssrna+,Carlavirus
911,ALO75725.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1734,37,transcriptional regulator ICP4,Replication-Transcription,Sus scrofa domesticus,dsdna,Varicellovirus
912,QTF48904.1,Mimiviridae,Mimiviridae,Mimiviridae,2673,37,helicase,Replication-Transcription,Acanthamoeba castellanii,dsdna,Mimivirus
913,QKO28838.1,Baculoviridae,Baculoviridae,Baculoviridae,2906,37,lef8,Other-Functions,Spodoptera exigua,dsdna,Alphabaculovirus
914,YP_002268145.1,Baculoviridae,Baculoviridae-Polydnaviridae-Ascoviridae,Baculoviridae,3744,37,P94,Other-Functions,Undefined host,dsdna,Alphabaculovirus
915,BCS83225.1,Mimiviridae,Mimiviridae,Mimiviridae,4136,37,putative transcription termination factor,Replication-Transcription,Undefined host,dsdna,Undefined genus
916,DAB41740.1,Mitoviridae,Mitoviridae,Mitoviridae,4294,37,RdRp,Replication-Transcription,Ambrosia artemisiifolia,ssrna+,Mitovirus
917,YP_009051991.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4312,37,protein UL87,Other-Functions,Elephas maximus,dsdna,Proboscivirus
918,AGE55747.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,4622,37,helicase,Replication-Transcription,Chlorella heliozoae,dsdna,Chlorovirus
919,AYV76414.1,Mimiviridae,Mimiviridae,Mimiviridae,5041,37,HrpA-like RNA helicase,Replication-Transcription,Undefined host,dsdna,Undefined genus
920,NP_042941.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5773,37,glycoprotein,Glycoprotein,Homo sapiens,dsdna,Roseolovirus
921,YP_009666663.1,Baculoviridae,Baculoviridae,Baculoviridae,5952,37,EFP,Other-Functions,Mythimna unipuncta,dsdna,Alphabaculovirus
922,AKG94053.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,302,36,VP1/2,Other-Functions,Sus scrofa,dsdna,Varicellovirus
923,QKN88782.1,Caliciviridae,Caliciviridae,Caliciviridae,558,36,polyprotein,Polyprotein,Undefined host,ssrna+,Undefined genus
924,QVX19931.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,1043,36,ORF3 polyprotein,Other-Functions,Undefined host,rt,Badnavirus
925,QHN75177.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,1115,36,replicase polyprotein,Replication-Transcription,Nandina domestica,ssrna+,Citrivirus
926,ALD83625.1,Nairoviridae,Nairoviridae,Nairoviridae,1209,36,glycoprotein precursor,Glycoprotein,Tadarida,ssrna-,Orthonairovirus
927,NP_620642.1,Alphaflexiviridae,Alphaflexiviridae,Alphaflexiviridae,2021,36,replicase,Replication-Transcription,Undefined host,ssrna+,Potexvirus
928,AVP72154.1,Reoviridae,Reoviridae,Sedoreoviridae,2301,36,VP1,Other-Functions,Ochlerotatus vigilax,dsrna,Seadornavirus
929,YP_009094119.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,2886,36,attachment glycoprotein,Structural-Envelope,Rattus andamanensis,ssrna-,Jeilongvirus
930,AOR51364.1,Totiviridae,Totiviridae,Totiviridae,3086,36,RdRp,Replication-Transcription,Anopheles gambiae,dsrna,Undefined genus
931,YP_009130647.1,Astroviridae,Astroviridae,Astroviridae,3724,36,nonstructural ,Non-structural,Undefined host,ssrna+,Mamastrovirus
932,QBK89142.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,6719,36,asparagine synthase,Other-Functions,Undefined host,dsdna,Mimivirus
933,QHN64363.1,Picornaviridae,Picornaviridae,Picornaviridae,613,35,polyprotein,Polyprotein,Mandrillus leucophaeus,ssrna+,Sapelovirus
934,QYA72416.1,Secoviridae,Secoviridae,Secoviridae,969,35,polyprotein,Polyprotein,Vitis vinifera,ssrna+,Nepovirus
935,YP_009552830.1,Caliciviridae,Caliciviridae,Caliciviridae,1108,35,polyprotein,Polyprotein,Marmota himalayana,ssrna+,Norovirus
936,AGG16061.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1220,35,ORF-C,Other-Functions,Elephas maximus,dsdna,Proboscivirus
937,ALZ45690.1,Nimaviridae,Nimaviridae-Mimiviridae-Iridoviridae,Nimaviridae,1462,35,collagen,Other-Functions,Penaeus vannamei,dsdna,Whispovirus
938,AVL84357.1,Alphaflexiviridae,Alphaflexiviridae,Alphaflexiviridae,1888,35,RdRp,Replication-Transcription,Rehmannia glutinosa,ssrna+,Potexvirus
939,QFG74865.1,Mimiviridae,Mimiviridae-Marseilleviridae-Poxviridae-Phycodnaviridae,Mimiviridae,2789,35,NAD-dependent DNA ligase adenylation domain protein,Other-Functions,Undefined host,dsdna,Undefined genus
940,AZQ20773.1,Iridoviridae,Iridoviridae,Iridoviridae,2893,35,laminin-type epidermal growth factor,Cell-Structure,Trachinotus carolinus,dsdna,Megalocytivirus
941,YP_009293591.1,Phenuiviridae,Phenuiviridae-Peribunyaviridae,Phenuiviridae,3051,35,glycoprotein precursor,Glycoprotein,Haemaphysalis,ssrna-,Phlebovirus
942,AAA16736.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4417,35,ribonucleotide reductase large subunit,Other-Functions,Undefined host,dsdna,Roseolovirus
943,QBK89057.1,Mimiviridae,Mimiviridae,Mimiviridae,4612,35,ankyrin repeat ,Other-Functions,Undefined host,dsdna,Mimivirus
944,QRW42293.1,Luteoviridae,Luteoviridae-Solemoviridae,0,6514,35,putative serine protease,Other-Functions,Undefined host,ssrna+,Tolivirales
945,QXC77018.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,268,34,UL36,Other-Functions,Gallus gallus gallus,dsdna,Mardivirus
946,QIM73877.1,Flaviviridae,Flaviviridae,Flaviviridae,379,34,polyprotein,Polyprotein,Rattus exulans,ssrna+,Hepacivirus
947,YP_164335.1,Picornaviridae,Picornaviridae,Picornaviridae,592,34,polyprotein,Polyprotein,Undefined host,ssrna+,Anativirus
948,YP_008531322.1,Picornaviridae,Picornaviridae,Picornaviridae,797,34,polyprotein,Polyprotein,Anguilla anguilla,ssrna+,Potamipivirus
949,YP_009220366.1,Virgaviridae,Virgaviridae,Virgaviridae,1273,34,putative replicase,Replication-Transcription,Nicotiana benthamiana,ssrna+,Pomovirus
950,P43139.1,Asfarviridae,Asfarviridae,Asfarviridae,2241,34,DNA polymerase,Replication-Transcription,Ornithodoros,dsdna,Asfivirus
951,YP_238426.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3425,34,tegument ,Structural-Envelope,Macaca fuscata,dsdna,Rhadinovirus
952,QIP68050.1,Totiviridae,Totiviridae,Totiviridae,3655,34,RdRp,Replication-Transcription,Erysiphe sp.,dsrna,Totivirus
953,QDH91058.1,Mitoviridae,Mitoviridae,Mitoviridae,3975,34,RdRp,Replication-Transcription,Undefined host,ssrna+,Mitovirus
954,ARF08920.1,Mimiviridae,Mimiviridae,Mimiviridae,4536,34,ribosyltransferase exoenzyme,Other-Functions,Undefined host,dsdna,Catovirus
955,QKK82921.1,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,5482,34,PB1,Other-Functions,Ixodes uriae,ssrna-,Undefined genus
956,YP_293704.1,Closteroviridae,Closteroviridae,Closteroviridae,6145,34,minor coat protein,Structural-Envelope,Solanum lycopersicum,ssrna+,Crinivirus
957,QJI53791.1,Marnaviridae,Marnaviridae-Picornaviridae,Marnaviridae,559,33,hypothetical protein,Hypothetical ,Undefined host,ssrna+,Undefined genus
958,YP_010087157.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,968,33,putative polymerase,Replication-Transcription,Carica papaya,ssrna-,Cytorhabdovirus
959,AIT39631.1,Secoviridae,Secoviridae,Secoviridae,1122,33,polyprotein,Polyprotein,Rubus,ssrna+,Nepovirus
960,YP_003358194.1,Alloherpesviridae,Alloherpesviridae,Alloherpesviridae,1420,33,DNA polymerase catalytic subunit,Replication-Transcription,Anguilla anguilla,dsdna,Cyvirus
961,YP_009507836.1,Totiviridae,Totiviridae,Totiviridae,1722,33,RdRp,Replication-Transcription,Trichomonas vaginalis,dsrna,Trichomonasvirus
962,AYV76483.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,2538,33,isoleucyl-tRNA synthetase,Other-Functions,Undefined host,dsdna,Undefined genus
963,AGE51440.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,4168,33,putative bifunctional chitinase/lysozyme,Other-Functions,Chlorella variabilis,dsdna,Chlorovirus
964,QKU33935.1,Mimiviridae,Mimiviridae,Mimiviridae,1343,32,putative ATP-dependent RNA helicase,Replication-Transcription,Acanthamoeba sp.,dsdna,Tupanvirus
965,ARF09230.1,Mimiviridae,Mimiviridae,Mimiviridae,1719,32,SNF2-like helicase,Replication-Transcription,Undefined host,dsdna,Catovirus
966,AVT50749.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2126,32,DNA polymerase catalytic subunit,Replication-Transcription,Rangifer tarandus tarandus,dsdna,Varicellovirus
967,AYV76046.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,2774,32,ATP-dependent Lon protease,Other-Functions,Undefined host,dsdna,Undefined genus
968,YP_009179315.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4992,32,envelope glycoprotein,Structural-Envelope,Elephas maximus,dsdna,Proboscivirus
969,AYW76619.1,Nimaviridae,Nimaviridae-Caulimoviridae,Nimaviridae,137,31,hypothetical protein,Hypothetical ,Procambarus clarkii,dsdna,Whispovirus
970,QKE51408.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,543,31,ORF64,Other-Functions,Homo sapiens,dsdna,Rhadinovirus
971,QHZ60202.1,Aspiviridae,Aspiviridae,Aspiviridae,656,31,RdRp,Replication-Transcription,Undefined host,ssrna-,Ophiovirus
972,YP_009666115.1,Nairoviridae,Nairoviridae-Peribunyaviridae,Nairoviridae,1494,31,glycoprotein precursor,Glycoprotein,Ornithodoros tartakovskyi,ssrna-,Orthonairovirus
973,BCS82822.1,Mimiviridae,Mimiviridae,Mimiviridae,2435,31,putative ankyrin repeat protein,Other-Functions,Undefined host,dsdna,Undefined genus
974,QEJ80777.1,Adenoviridae,Adenoviridae,Adenoviridae,2739,31,hypothetical protein,Hypothetical ,Psittacara leucophthalmus,dsdna,Aviadenovirus
975,QPF49922.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5026,31,terminase ,Other-Functions,Sus scrofa,dsdna,Varicellovirus
976,AEM64091.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5870,31,gH,Other-Functions,Sus scrofa,dsdna,Varicellovirus
977,YP_009507752.1,Reoviridae,Reoviridae,Spinareoviridae,6412,31,VP5,Other-Functions,Scophthalmus maximus,dsrna,Aquareovirus
978,Undefined-Viral,undefined-viral,undefined-viral,undefined-viral,0,6464,undefined-viral,Other-Functions,undefined-viral,undefined-viral,undefined-viral
979,Non-Viral,non-viral,non-viral,non-viral,0,7561,non-viral,Other-Functions,non-viral,non-viral,non-viral
