ref,rep,fam_2021,fams_div,fam_2023,clu,sxc,proteina,proteina_class,host,cadena,genero
841,ARB16032.1,Nairoviridae,Nairoviridae-Peribunyaviridae-Coronaviridae,Nairoviridae,105,45,RNA-dependent RNA polymerase,Replication-Transcription,Ixodes ricinus,ssRNA(-),Orthonairovirus
842,CDM63857.1,Closteroviridae,Closteroviridae,Closteroviridae,469,45,polyprotein,Polyprotein,Prunus avium,ssRNA(+),Ampelovirus
843,NP_059513.1,Virgaviridae,Virgaviridae,Virgaviridae,1269,45,152-kDa protein,Replication-Transcription,Triticum aestivum,ssRNA(+),Furovirus
844,QBR53297.1,Narnaviridae,Narnaviridae,Narnaviridae,2958,45,hypothetical protein,Hypothetical,Undefined host,ssRNA(+),Undefined genus
845,QWE80460.1,Reoviridae,Reoviridae,Sedoreoviridae,3044,45,VP2,Structural-Envelope,Bos taurus,dsRNA,Orbivirus
846,ARV85907.1,Parvoviridae,Parvoviridae,Parvoviridae,4143,45,structural protein,Structural-Envelope,Acheta domesticus,ssDNA(+/-),Scindoambidensovirus
847,ALN70040.1,Reoviridae,Reoviridae,Spinareoviridae,4874,45,muNS,Non-structural,Salmo salar,dsRNA,Orthoreovirus
848,YP_003587871.1,Anelloviridae,Anelloviridae,Anelloviridae,6206,45,hypothetical protein,Hypothetical,Homo sapiens,ssDNA(-),Betatorquevirus
849,P24380.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,8547,45,envelope glycoprotein E,Structural-Envelope,Equus caballus,dsDNA,Varicellovirus
850,YP_053108.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1713,44,transcriptional regulator ICP4,Replication-Transcription,Equus caballus,dsDNA,Varicellovirus
851,YP_009505588.1,Mesoniviridae,Mesoniviridae,Mesoniviridae,3586,44,putative spike protein,Structural-Envelope,Culex pipiens,ssRNA(+),Alphamesonivirus
852,YP_004940094.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6999,44,U50,Structural-Envelope,Homo sapiens,dsDNA,Roseolovirus
853,QGQ62596.1,Adenoviridae,Adenoviridae,Adenoviridae,8089,44,DNA-binding protein,DNA-Binding,Gallus gallus,dsDNA,Aviadenovirus
854,YP_004782118.1,Adenoviridae,Adenoviridae,Adenoviridae,8412,44,fiber protein,Structural-Envelope,Canis lupus familiaris,dsDNA,Mastadenovirus
855,QHD64829.1,Hypoviridae,Hypoviridae,Hypoviridae,217,43,polyprotein,Polyprotein,Sclerotinia sclerotiorum,ssRNA(+),Betahypovirus
856,NP_653077.1,Picornaviridae,Picornaviridae,Picornaviridae,565,43,polyprotein,Polyprotein,Equus caballus,ssRNA(+),Erbovirus
857,YP_006543639.1,Picornaviridae,Picornaviridae,Picornaviridae,945,43,polyprotein,Polyprotein,Sus scrofa,ssRNA(+),Pasivirus
858,QRX38982.1,Rhabdoviridae,Rhabdoviridae-Caulimoviridae,Rhabdoviridae,964,43,RNA-dependent RNA polymerase,Replication-Transcription,Triticum aestivum,ssRNA(-),Cytorhabdovirus
859,YP_010086602.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,1163,43,RNA-dependent RNA polymerase,Replication-Transcription,Solanum lycopersicum,ssRNA(-),Alphanucleorhabdovirus
860,YP_009976137.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,1246,43,RNA-dependent RNA polymerase,Replication-Transcription,Citrus sinensis,ssRNA(-),Dichorhavirus
861,AVL93817.1,Mimiviridae,Mimiviridae,Mimiviridae,1725,43,hypothetical protein,Hypothetical,Acanthamoeba castellanii,dsDNA,Mimivirus
862,QPH36701.1,Totiviridae,Totiviridae,Totiviridae,1822,43,RNA-dependent RNA polymerase,Replication-Transcription,Plasmopara viticola,dsRNA,Totivirus
863,QQD86171.1,Alphaflexiviridae,Alphaflexiviridae,Alphaflexiviridae,1852,43,RNA-dependent RNA polymerase,Replication-Transcription,Manihot esculenta,ssRNA(+),Potexvirus
864,YP_009480346.1,Reoviridae,Reoviridae,Spinareoviridae,2295,43,P2 protein,Structural-Envelope,Zea mays,dsRNA,Fijivirus
865,AWO67791.1,Secoviridae,Secoviridae,Secoviridae,3128,43,polyprotein,Polyprotein,Lilium,ssRNA(+),Stralarivirus
866,QKU33981.1,Mimiviridae,Mimiviridae,Mimiviridae,3765,43,hypothetical protein,Hypothetical,Acanthamoeba castellanii,dsDNA,Mimivirus
867,QBJ02269.1,Reoviridae,Reoviridae,Sedoreoviridae,4684,43,VP3,Structural-Envelope,Sus scrofa,dsRNA,Rotavirus
868,AVX53545.1,Picobirnaviridae,Picobirnaviridae,Picobirnaviridae,7216,43,putative capsid,Structural-Envelope,Marmota himalayana,dsRNA,Picobirnavirus
869,QFU19788.1,Tobaniviridae,Tobaniviridae-Herpesviridae,Tobaniviridae,2,42,ORF1B,Other-Functions,Morelia viridis,ssRNA(+),Pregotovirus
870,AJE25834.1,Picornaviridae,Picornaviridae,Picornaviridae,757,42,polyprotein,Polyprotein,Bos taurus,ssRNA(+),Aphthovirus
871,CAD6468500.1,Picornaviridae,Picornaviridae,Picornaviridae,831,42,polyprotein,Other-Functions,Gallus gallus,ssRNA(+),Tremovirus
872,QUW17162.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,988,42,replicase,Replication-Transcription,Chrysanthemum,ssRNA(+),Carlavirus
873,YP_003987358.1,Mimiviridae,Mimiviridae-Phycodnaviridae-Marseilleviridae,Mimiviridae,1508,42,putative serine/threonine-protein kinase/receptor,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
874,QKK35402.1,Nodaviridae,Nodaviridae,Nodaviridae,2833,42,RNA-dependent RNA polymerase,Replication-Transcription,Macrobrachium rosenbergii,ssRNA(+),Alphanodavirus
875,AYV76937.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,3195,42,DNA topoisomerase 1,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
876,AYV84232.1,Mimiviridae,Mimiviridae,Mimiviridae,920,41,putative early transcription factor large subunit,Replication-Transcription,Acanthamoeba polyphaga,dsDNA,Mimivirus
877,QHG11155.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,1092,41,ORFIII polyprotein,Polyprotein,Musa acuminata,dsDNA-RT,Badnavirus
878,AAL55651.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,1477,41,coat protein,Other-Functions,Oryza sativa,dsDNA-RT,Tungrovirus
879,AYV78915.1,Mimiviridae,Mimiviridae-Phycodnaviridae-Marseilleviridae,Mimiviridae,2514,41,DNA mismatch repair ATPase,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
880,YP_009345987.1,Baculoviridae,Baculoviridae-Nudiviridae,Baculoviridae,2935,41,RR1,Other-Functions,Lymantria dispar,dsDNA,Alphabaculovirus
881,YP_009310251.1,Mimiviridae,Mimiviridae-Marseilleviridae,Mimiviridae,4188,41,D6/D11-like helicase,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Marseillevirus
882,AGE50337.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,7652,41,cellulose synthase catalytic subunit (UDP-forming),Other-Functions,Chlorella heliozoae,dsDNA,Chlorovirus
883,QID77659.1,Endornaviridae,Endornaviridae,Endornaviridae,95,40,polyprotein,Polyprotein,Capsicum annuum,dsRNA,Alphaendornavirus
884,YP_009290629.1,Picornaviridae,Picornaviridae-Dicistroviridae,Picornaviridae,607,40,polyprotein,Polyprotein,Rattus norvegicus,ssRNA(+),Rosavirus
885,YP_009362026.1,Peribunyaviridae,Peribunyaviridae,Peribunyaviridae,650,40,RNA-dependent RNA polymerase,Replication-Transcription,Culex simpliciforceps,ssRNA(-),Herbevirus
886,AYJ71467.2,Picornaviridae,Picornaviridae,Picornaviridae,779,40,polyprotein,Polyprotein,Rattus norvegicus,ssRNA(+),Hunnivirus
887,YP_595727.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,1090,40,replicase,Replication-Transcription,Solanum tuberosum,ssRNA(+),Carlavirus
888,YP_001427130.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,1808,40,hypothetical protein,Hypothetical,Micractinium conductrix,dsDNA,Chlorovirus
889,A48779,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,2627,40,elongation factor 3,Other-Functions,Chlorella heliozoae,dsDNA,Chlorovirus
890,NP_077436.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2941,40,ORF21,Structural-Envelope,Homo sapiens,dsDNA,Varicellovirus
891,YP_009508876.1,Secoviridae,Secoviridae,Secoviridae,3077,40,polyprotein 2,Polyprotein,Prunus avium,ssRNA(+),Fabavirus
892,NP_149000.1,Potyviridae,Potyviridae,Potyviridae,3716,40,polyprotein,Polyprotein,Hordeum vulgare,ssRNA(+),Bymovirus
893,YP_010086025.1,Reoviridae,Reoviridae,Sedoreoviridae,4239,40,VP4,Other-Functions,Sus scrofa,dsRNA,Rotavirus
894,AYV85094.1,Mimiviridae,Mimiviridae-Asfarviridae,Mimiviridae,4353,40,putative FtsJ-like methyltransferase,Other-Functions,Acanthamoeba castellanii,dsDNA,Asfivirus
895,AYV85114.1,Mimiviridae,Mimiviridae,Mimiviridae,1368,39,B-family DNA polymerase,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus
896,YP_009551946.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,1440,39,replicase,Replication-Transcription,Vitis vinifera,ssRNA(+),Vitivirus
897,AKS10590.1,Nimaviridae,Nimaviridae-Caulimoviridae,Nimaviridae,2630,39,hypothetical protein,Other-Functions,Penaeus vannamei,dsDNA,Whispovirus
898,BAV93436.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4226,39,envelope glycoprotein J,Structural-Envelope,Equus caballus,dsDNA,Varicellovirus
899,YP_001293224.1,Poxviridae,Poxviridae,Poxviridae,5244,39,hypothetical protein,Hypothetical,Bos taurus,dsDNA,Capripoxvirus
900,QJQ28579.1,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,5279,39,PB2 polymerase,Replication-Transcription,Salmo salar,ssRNA(-),Isavirus
901,YP_001876435.1,Coronaviridae,Coronaviridae,Coronaviridae,47,38,replicase polyprotein,Replication-Transcription,Arenaria interpres,ssRNA(+),Gammacoronavirus
902,NP_891562.2,Closteroviridae,Closteroviridae,Closteroviridae,927,38,polyprotein,Polyprotein,Prunus avium,ssRNA(+),Ampelovirus
903,QDH87218.1,Mitoviridae,Mitoviridae,Mitoviridae,3135,38,RNA-dependent RNA polymerase,Replication-Transcription,Undefined host,ssRNA(+),Mitovirus
904,YP_001497355.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,3900,38,glycosyl transferase,Hypothetical,Chlorella heliozoae,dsDNA,Chlorovirus
905,NP_045007.1,Closteroviridae,Closteroviridae,Closteroviridae,6221,38,minor coat protein,Structural-Envelope,Prunus avium,ssRNA(+),Velarivirus
906,AGE48446.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,6909,38,PBCV-specific basic adaptor domain-containing protein,Other-Functions,Chlorella heliozoae,dsDNA,Chlorovirus
907,QNS27180.1,Flaviviridae,Flaviviridae,Flaviviridae,296,37,polyprotein,Polyprotein,Lophuromys machangui,ssRNA(+),Hepacivirus
908,YP_009361867.1,Flaviviridae,Flaviviridae,Flaviviridae,422,37,E2 glycoprotein,Polyprotein,Sus scrofa,ssRNA(+),Pegivirus
909,QQR34436.1,Picornaviridae,Picornaviridae,Picornaviridae,659,37,polyprotein,Polyprotein,Canis lupus familiaris,ssRNA(+),Mischivirus
910,YP_003075957.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,1098,37,replicase,Replication-Transcription,Vaccinium corymbosum,ssRNA(+),Carlavirus
911,ALO75725.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1734,37,ICP4,Replication-Transcription,Sus scrofa,dsDNA,Varicellovirus
912,QTF48904.1,Mimiviridae,Mimiviridae,Mimiviridae,2673,37,hypothetical protein,Hypothetical,Acanthamoeba castellanii,dsDNA,Mimivirus
913,QKO28838.1,Baculoviridae,Baculoviridae,Baculoviridae,2906,37,late expression factor 8,Other-Functions,Spodoptera frugiperda,dsDNA,Alphabaculovirus
914,YP_002268145.1,Baculoviridae,Baculoviridae-Polydnaviridae-Ascoviridae,Baculoviridae,3744,37,p94,Other-Functions,Mamestra configurata,dsDNA,Alphabaculovirus
915,BCS83225.1,Mimiviridae,Mimiviridae,Mimiviridae,4136,37,DEAD/SNF2-like helicase,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus
916,DAB41740.1,Mitoviridae,Mitoviridae,Mitoviridae,4294,37,RNA-dependent RNA polymerase,Replication-Transcription,Beta vulgaris,ssRNA(+),Duamitovirus
917,YP_009051991.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4312,37,hypothetical protein,Other-Functions,Homo sapiens,dsDNA,Roseolovirus
918,AGE55747.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,4622,37,helicase,Replication-Transcription,Chlorella heliozoae,dsDNA,Chlorovirus
919,AYV76414.1,Mimiviridae,Mimiviridae,Mimiviridae,5041,37,putative ATP-dependent RNA helicase,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus
920,NP_042941.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5773,37,glycoprotein H,Glycoprotein,Homo sapiens,dsDNA,Roseolovirus
921,YP_009666663.1,Baculoviridae,Baculoviridae,Baculoviridae,5952,37,F protein,Other-Functions,Chrysodeixis includens,dsDNA,Alphabaculovirus
922,AKG94053.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,302,36,VP1/2,Other-Functions,Sus scrofa,dsDNA,Varicellovirus
923,QKN88782.1,Caliciviridae,Caliciviridae,Caliciviridae,558,36,polyprotein,Polyprotein,Gallus gallus,ssRNA(+),Bavovirus
924,QVX19931.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,1043,36,polyprotein,Other-Functions,Rubus idaeus,dsDNA-RT,Badnavirus
925,QHN75177.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,1115,36,replicase polyprotein,Replication-Transcription,Nicotiana occidentalis,ssRNA(+),Citrivirus
926,ALD83625.1,Nairoviridae,Nairoviridae,Nairoviridae,1209,36,glycoprotein precursor,Glycoprotein,Ixodes uriae,ssRNA(-),Orthonairovirus
927,NP_620642.1,Alphaflexiviridae,Alphaflexiviridae,Alphaflexiviridae,2021,36,replicase,Replication-Transcription,Trifolium repens,ssRNA(+),Potexvirus
928,AVP72154.1,Reoviridae,Reoviridae,Sedoreoviridae,2301,36,VP1,Other-Functions,Culex tritaeniorhynchus,dsRNA,Seadornavirus
929,YP_009094119.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,2886,36,attachment glycoprotein,Structural-Envelope,Rattus norvegicus,ssRNA(-),Jeilongvirus
930,AOR51364.1,Totiviridae,Totiviridae,Totiviridae,3086,36,RNA-dependent RNA polymerase,Replication-Transcription,Aedes aegypti,dsRNA,Totivirus
931,YP_009130647.1,Astroviridae,Astroviridae,Astroviridae,3724,36,nonstructural protein,Non-structural,Canis lupus familiaris,ssRNA(+),Mamastrovirus
932,QBK89142.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,6719,36,glucosamine-fructose-6-phosphate aminotransferase,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
933,QHN64363.1,Picornaviridae,Picornaviridae,Picornaviridae,613,35,polyprotein,Polyprotein,Macaca mulatta,ssRNA(+),Sapelovirus
934,QYA72416.1,Secoviridae,Secoviridae,Secoviridae,969,35,polymerase,Polyprotein,Actinidia chinensis,ssRNA(+),Nepovirus
935,YP_009552830.1,Caliciviridae,Caliciviridae,Caliciviridae,1108,35,polyprotein,Polyprotein,Macaca mulatta,ssRNA(+),Recovirus
936,AGG16061.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1220,35,ORF-C,Other-Functions,Elephas maximus,dsDNA,Proboscivirus
937,ALZ45690.1,Nimaviridae,Nimaviridae-Mimiviridae-Iridoviridae,Nimaviridae,1462,35,hypothetical protein,Hypothetical,Penaeus vannamei,dsDNA,Whispovirus
938,AVL84357.1,Alphaflexiviridae,Alphaflexiviridae,Alphaflexiviridae,1888,35,RNA-dependent RNA polymerase,Replication-Transcription,Lilium,ssRNA(+),Potexvirus
939,QFG74865.1,Mimiviridae,Mimiviridae-Marseilleviridae-Poxviridae-Phycodnaviridae,Mimiviridae,2789,35,NAD-dependent DNA ligase,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
940,AZQ20773.1,Iridoviridae,Iridoviridae,Iridoviridae,2893,35,ORF-2,Cell-Structure,Trichopodus leerii,dsDNA,Megalocytivirus
941,YP_009293591.1,Phenuiviridae,Phenuiviridae-Peribunyaviridae,Phenuiviridae,3051,35,glycoprotein precursor,Glycoprotein,Ixodes uriae,RNA,Uukuvirus
942,AAA16736.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4417,35,RIR1,Other-Functions,Homo sapiens,dsDNA,Roseolovirus
943,QBK89057.1,Mimiviridae,Mimiviridae,Mimiviridae,4612,35,ankyrin repeat protein,Other-Functions,Acanthamoeba polyphaga,dsDNA,Mimivirus
944,QRW42293.1,Luteoviridae,Luteoviridae-Solemoviridae,Solemoviridae,6514,35,putative serine protease,Other-Functions,Undefined host,ssRNA(+),Sobemovirus
945,QXC77018.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,268,34,UL36,Structural-Envelope,Gallus gallus,dsDNA,Mardivirus
946,QIM73877.1,Flaviviridae,Flaviviridae,Flaviviridae,379,34,polyprotein,Polyprotein,Rattus exulans,ssRNA(+),Hepacivirus
947,YP_164335.1,Picornaviridae,Picornaviridae,Picornaviridae,592,34,polyprotein,Polyprotein,Gallus gallus,ssRNA(+),Anativirus
948,YP_008531322.1,Picornaviridae,Picornaviridae,Picornaviridae,797,34,polyprotein,Polyprotein,Anguilla anguilla,ssRNA(+),Parechovirus
949,YP_009220366.1,Virgaviridae,Virgaviridae,Virgaviridae,1273,34,RNA-dependent RNA polymerase,Replication-Transcription,Solanum tuberosum,ssRNA(+),Pomovirus
950,P43139.1,Asfarviridae,Asfarviridae,Asfarviridae,2241,34,G1211R,Replication-Transcription,Sus scrofa,dsDNA,Asfivirus
951,YP_238426.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3425,34,ORF63,Structural-Envelope,Homo sapiens,dsDNA,Rhadinovirus
952,QIP68050.1,Totiviridae,Totiviridae,Totiviridae,3655,34,RNA-dependent RNA polymerase,Replication-Transcription,Erysiphe sp.,dsRNA,Totivirus
953,QDH91058.1,Mitoviridae,Mitoviridae,Mitoviridae,3975,34,RNA-dependent RNA polymerase,Replication-Transcription,Plasmopara viticola,ssRNA(+),Mitovirus
954,ARF08920.1,Mimiviridae,Mimiviridae,Mimiviridae,4536,34,hypothetical protein,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
955,QKK82921.1,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,5482,34,PB1 protein,Other-Functions,Homo sapiens,ssRNA(-),Thogotovirus
956,YP_293704.1,Closteroviridae,Closteroviridae,Closteroviridae,6145,34,minor coat protein,Structural-Envelope,Solanum lycopersicum,ssRNA(+),Crinivirus
957,QJI53791.1,Marnaviridae,Marnaviridae-Picornaviridae,Marnaviridae,559,33,hypothetical protein 2,Hypothetical,Undefined host,ssRNA(+),Locarnavirus
958,YP_010087157.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,968,33,RNA-dependent RNA polymerase,Replication-Transcription,Glycine max,ssRNA(-),Cytorhabdovirus
959,AIT39631.1,Secoviridae,Secoviridae,Secoviridae,1122,33,coat protein,Polyprotein,Rubus,ssRNA(+),Nepovirus
960,YP_003358194.1,Alloherpesviridae,Alloherpesviridae,Alloherpesviridae,1420,33,DNA polymerase,Replication-Transcription,Cyprinus carpio,dsDNA,Cyvirus
961,YP_009507836.1,Totiviridae,Totiviridae,Totiviridae,1722,33,RNA-dependent RNA polymerase,Replication-Transcription,Trichomonas vaginalis,dsRNA,Trichomonasvirus
962,AYV76483.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,2538,33,isoleucyl-tRNA synthetase,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus
963,AGE51440.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,4168,33,putative bifunctional chitinase/lysozyme,Other-Functions,Chlorella variabilis,dsDNA,Chlorovirus
964,QKU33935.1,Mimiviridae,Mimiviridae,Mimiviridae,1343,32,putative ATP-dependent RNA helicase,Replication-Transcription,Acanthamoeba polyphaga,dsDNA,Mimivirus
965,ARF09230.1,Mimiviridae,Mimiviridae,Mimiviridae,1719,32,putative NTPase,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus
966,AVT50749.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2126,32,DNA polymerase catalytic subunit,Replication-Transcription,Bos taurus,dsDNA,Varicellovirus
967,AYV76046.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,2774,32,lon protease-like protein,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
968,YP_009179315.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4992,32,envelope glycoprotein H,Structural-Envelope,Elephas maximus,dsDNA,Proboscivirus
969,AYW76619.1,Nimaviridae,Nimaviridae-Caulimoviridae,Nimaviridae,137,31,hypothetical protein,Hypothetical,Penaeus vannamei,dsDNA,Whispovirus
970,QKE51408.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,543,31,ORF64,Other-Functions,Homo sapiens,dsDNA,Rhadinovirus
971,QHZ60202.1,Aspiviridae,Aspiviridae,Aspiviridae,656,31,unknown,Replication-Transcription,Lachenalia,ssRNA(-),Ophiovirus
972,YP_009666115.1,Nairoviridae,Nairoviridae-Peribunyaviridae,Nairoviridae,1494,31,glycoprotein precursor,Glycoprotein,Homo sapiens,ssRNA(-),Orthonairovirus
973,BCS82822.1,Mimiviridae,Mimiviridae,Mimiviridae,2435,31,putative ankyrin repeat protein,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
974,QEJ80777.1,Adenoviridae,Adenoviridae,Adenoviridae,2739,31,100 kDa protein,Hypothetical,Gallus gallus,dsDNA,Aviadenovirus
975,QPF49922.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5026,31,terminase subunit 1,Other-Functions,Sus scrofa,dsDNA,Varicellovirus
976,AEM64091.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5870,31,gH,Other-Functions,Sus scrofa,dsDNA,Varicellovirus
977,YP_009507752.1,Reoviridae,Reoviridae,Spinareoviridae,6412,31,putative outer capsid VP4,Structural-Envelope,Ctenopharyngodon idella,dsRNA,Aquareovirus
978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty
979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
